_id,section,rules[0],rules[1],rules[2],rules[3],rules[4],rules[5],rules[6],rules[7],rules[8],rules[9],rules[10],rules[11],rules[12],rules[13],rules[14],rules[15],rules[16],rules[17],rules[18],rules[19],rules[20],rules[21],rules[22],rules[23],rules[24],rules[25],rules[26],rules[27],rules[28],rules[29],rules[30],rules[31],rules[32],rules[33],rules[34],rules[35],rules[36],rules[37],page_number,source
68dd20d7212869e0f7e30497,c) are equipped with safety belts on all seats and on wheelchair spaces,"where wheelchair users are transported,",d) are equipped with a speed limiter set to a maximum speed of 100 km/h,"(Vset),",e) comply with the provisions of Directive 2001/85/EC of the European,Parliament and of the Council of 20 November 2001 on specific,provisions for vehicles used for the carriage of passengers comprising,more than eight seats in addition to the driver's seat and amending,"Directives 70/156/EEC and 97/27/EC ( OJ L 42, 13.2.2002, p. 1 ) in the",version applicable at the time of first registration of the respective bus,"and coach, and","f) are not equipped with re-grooved tyres on the front steering axle, or",G) for buses and coaches not registered in Member States of the European,Union or in Contracting States to the Agreement on the European,"Economic Area, if an official confirmation from the country of",registration in German can be presented concerning compliance with,the above-mentioned provisions and concerning annual inspections at,least to the extent required by Council Directive 96/96/EC of 20,December 1996 on the approximation of the laws of the Member States,relating to roadworthiness tests for motor vehicles and their trailers ( OJ,"L 46 of 17 February 1997, p. 1 ), as amended,",100 km/h.,(6) Anyone driving on the motorway with dipped headlights need not adjust their speed,to the range of the dipped headlights if,,,,,,,,,,,,,,,,17,road_traffic_rules.pdf
68dd20d7212869e0f7e30498,the tail lights of the vehicle in front are clearly visible and a sufficient distance,is maintained from it or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,road_traffic_rules.pdf
68dd20d7212869e0f7e30499,the course of the roadway can be identified in good time by means of,"guidance devices with reflectors and, together with external light, obstacles.",(7) Turning and reversing are prohibited.,"(8) Stopping, even on the hard shoulder, is prohibited.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,road_traffic_rules.pdf
68dd20d7212869e0f7e3049a,"shall not enter motorways. 2 Motorways may only be crossed at intersections, junctions",or other designated places; otherwise any entry is prohibited.,(10) 1 Exit from motorways is permitted only at points marked by the exit sign (sign 332 ),and the arrow sign (sign 333 ) or by one of these signs. 2 Exit from motorways is,permitted only at intersections or junctions.,"(11) Goods vehicles with a maximum authorized mass exceeding 7.5 tonnes, including","their trailers, and tractors shall not use the leftmost lane when visibility is reduced to 50","meters or less due to heavy snowfall or rain, or when the road surface is covered by",snow or ice.,19 Railway crossings,(1) 1 Rail vehicles have priority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,road_traffic_rules.pdf
68dd20d7212869e0f7e3049b,"in port and industrial areas, if the St. Andrew's cross with the additional sign","""Port area, rail vehicles have priority"" or ""Industrial area, rail vehicles have","priority"" is located at the entrances.",2 Road traffic may approach such level crossings only at moderate speed. 3 Drivers of,vehicles may not overtake motor vehicles at level crossings from signs 151 and 156 up,to and including the intersection of the road and rail.,"(2) 1 Vehicles must wait in front of the St. Andrew’s cross, and pedestrians must wait at",a safe distance from the level crossing if,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,road_traffic_rules.pdf
68dd20d7212869e0f7e3049c,"2 If the red flashing light or the red light signal is in the shape of an arrow, only those who",wish to travel in the direction of the arrow need wait. 3 The lowering of the barriers may,be announced by ringing a bell.,"(3) If the level crossing cannot be crossed quickly and without delay due to road traffic,",the driver must wait in front of the St. Andrew's cross.,"(4) Anyone using a footpath, field path, forest path or cycle path must behave",accordingly at level crossings without a St. Andrew’s cross.,"(5) 1 At level crossings without priority for rail vehicles, a train must wait at a safe",distance if a railway employee signals a halt with a white-red-white flag or a red,"light. 2 If yellow or red light signals are given, Section 37 (2)(1) applies accordingly.",(6) The headlights of waiting motor vehicles must not dazzle anyone.,20 Public transport and school buses,"(1) Buses on scheduled services, trams and marked school buses stopping at bus stops","(sign 224 ) may only be passed with caution, even if there is oncoming traffic.","Passengers are boarding or alighting, passing on the right may only be carried out at",walking pace and at a distance sufficient to exclude any danger to,"passengers. 2 They may also not be obstructed. 3 If necessary, the driver of a vehicle",must wait.,(3) Buses and marked school buses approaching a stop (sign 224 ) with their hazard,warning lights flashing may not be overtaken.,) and have their hazard warning lights on may only be passed at walking pace and at a,distance that excludes any danger to passengers. 2 The walking pace also applies to,oncoming traffic on the same carriageway. 3 Passengers must not be,"obstructed. 4 If necessary, the driver of a vehicle must wait.",(5) 1 Regular service buses and school buses must be allowed to depart from,"designated stops. 2 If necessary, other vehicles must wait.","(6) Persons wishing to use public transport must wait for it on the sidewalks, the verges","or a bus stop island, or else at the edge of the carriageway.",21 Passenger transport,1 Motor vehicles may not carry more persons than there are seats equipped with safety,"belts. 2 Notwithstanding sentence 1, motor vehicles for which safety belts are not",required for all seats may carry as many persons as there are seats. 3 Sentences 1 and 2,,,,,,,,19,road_traffic_rules.pdf
68dd20d7212869e0f7e3049d,shall not apply to buses and coaches where the carriage of standing passengers is,permitted. 4 It is prohibited to carry persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,road_traffic_rules.pdf
68dd20d7212869e0f7e3049e,in caravans behind motor vehicles.,(1a) 1 Children up to the age of 12 who are less than 150 cm tall may only be,transported in motor vehicles on seats for which safety belts are mandatory if child,restraint systems are used which meet the requirements set out in Article 2(1)(c) of,Council Directive 91/671/EEC of 16 December 1991 on the compulsory use of seat,"belts and child restraint systems in motor vehicles ( OJ L 373, 31.12.1991, p. 26 ), as last",amended by Article 1(2) of Implementing Directive 2014/37/EU of 27 February 2014 ( OJ,"L 59, 28.2.2014, p. 32 ), and are suitable for the child. 2 By way of derogation from",sentence 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,road_traffic_rules.pdf
68dd20d7212869e0f7e3049f,Sentence 1 shall not apply to buses with a permissible total mass of more,"than 3.5 t,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,road_traffic_rules.pdf
68dd20d7212869e0f7e304a0,Children aged three and over may be secured in rear seats with the,"prescribed safety belts, provided that there is no possibility of attaching",additional child restraints due to the securing of other children with child,"restraint systems,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,road_traffic_rules.pdf
68dd20d7212869e0f7e304a1,is,a) when travelling by taxi and,"b) for other passenger car transport, if there is an obligation to",transport within the meaning of Section 22 of the Passenger,"Transport Act,","on rear seats, the obligation to secure children with officially approved and","suitable restraint systems is limited to two children weighing 9 kg or more,",with the possibility of securing at least one child weighing between 9 and 18,kg; This exception does not apply if children are transported regularly.,(1b) 1 Children under three years of age shall not be transported in vehicles not,equipped with seat belts. 2 Children aged three and over who are less than 150 cm tall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,road_traffic_rules.pdf
68dd20d7212869e0f7e304a2,must be transported in the rear seat of such vehicles. 3 Sentences 1 and 2 shall not,apply to buses.,(2) 1 It is prohibited to carry persons on the loading area or in the loading compartment,of a motor vehicle. 2 This does not apply if persons carried on the loading area or in the,loading compartment are to carry out necessary work there. 3 The prohibition also does,not apply to the transport of construction site personnel within construction sites. 4 No,one may be carried on the loading area or in the loading compartment of a,"trailer. 5 However , if trailers are used for agricultural or forestry purposes, persons may",be carried on suitable seats. 6 It is prohibited to stand while driving unless it is,necessary to accompany the load or to work on the loading area.,(3) 1 Persons aged 16 or over may only be carried on bicycles by persons aged 16 or over,if the bicycles are also constructed and equipped for the carriage of,persons. 2 Children up to the age of seven may be carried on bicycles by persons aged,16 or over if special seats are provided for the children and wheel covers or equally,effective devices ensure that the children’s feet cannot get caught in the spokes. 3 Up to,two children up to the age of seven may be carried behind bicycles by persons aged 16,or over in trailers designed for the carriage of children. 4 The restriction to the age of,seven does not apply to the carriage of a disabled child.,"21a Safety belts, wheelchair restraint systems, wheelchair user restraint systems,",protective helmets,1Mandatory seat belts must be worn while driving; This also applies to mandatory,wheelchair restraint systems and mandatory wheelchair user restraint,systems. 2 This does not apply to,,,,,,,,,,,,,,,,,21,road_traffic_rules.pdf
68dd20d7212869e0f7e304a3,"Persons in door-to-door traffic, if they have to leave their vehicle regularly at","short intervals in the respective service or delivery area,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,road_traffic_rules.pdf
68dd20d7212869e0f7e304a4,Journeys in buses and coaches where the carriage of standing passengers is,"permitted,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,road_traffic_rules.pdf
68dd20d7212869e0f7e304a5,5. the operating staff in buses and coaches and the accompanying staff of,groups of people requiring special care during services that require them to,"leave their seats,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,road_traffic_rules.pdf
